evento;data;brancas;negras;resultado;FIDE_brancas;FIDE_negras;elo_negras;elo_brancas;eco;qtd_jogadas;precisao_brancas;precisao_negras
Cez Trophy 2012;2012.06.20;Navara,D;Svidler,P;1/2-1/2;309095;4102142;2741;2706;B38;35;51.42857142857142;51.42857142857142
